ADA,LIQ,,BRAND NAME,PROOF,SIZE,PACK,BASE,ON PREM,OFF PREM,MINIMUM,NEW/,
#,CODE,,,,IN ML,,PRICE,PRICE,PRICE,SHELF PRICE,CHNG,
AMERICAN BLEND,,,,,,,,,,,,
,,,,,,,,,,,,
221,7798,,BACARDI ARCTIC GRAPE,70.0,750,12,14.05,13.34,13.60,15.99, 	2.04 ,
221,7799,,BACARDI ARCTIC GRAPE,70.0,1000,12,17.55,16.67,16.99,19.97,NEW,
221,7800,,BACARDI ARCTIC GRAPE,70.0,1750,6,26.35,25.02,25.51,29.99, 	3.00 ,
221,7801,,BACARDI ARCTIC GRAPE PL,70.0,50,120,0.85,0.80,0.82,0.96,NEW,
221,2422,,BACARDI BIG APPLE,70.0,50,120,0.85,0.80,0.82,0.96,,
221,2419,,BACARDI BIG APPLE,70.0,200,24,3.50,3.32,3.38,3.98,,
221,2420,,BACARDI BIG APPLE,70.0,375,12,6.55,6.22,6.34,7.45,,
221,2423,,BACARDI BIG APPLE,70.0,750,12,14.05,13.34,13.60,15.99, 	2.04 ,
221,2424,,BACARDI BIG APPLE,70.0,1000,12,17.55,16.67,16.99,19.97,,
221,2425,,BACARDI BIG APPLE,70.0,1750,6,26.35,25.02,25.51,29.99, 	3.00 ,
221,924,,BACARDI COCO,70.0,200,24,3.50,3.32,3.38,3.98,,
221,925,,BACARDI COCO,70.0,375,12,6.55,6.22,6.34,7.45,,
221,828,,BACARDI COCO,70.0,750,12,14.05,13.34,13.60,15.99, 	2.04 ,
221,829,,BACARDI COCO,70.0,1000,12,17.55,16.67,16.99,19.97,,
221,830,,BACARDI COCO,70.0,1750,6,26.35,25.02,25.51,29.99, 	3.00 ,
221,5793,,BACARDI DRAGON BERRY,70.0,200,24,3.50,3.32,3.38,3.98,,
221,5794,,BACARDI DRAGON BERRY,70.0,375,12,6.55,6.22,6.34,7.45,,
221,5834,,BACARDI DRAGON BERRY,70.0,750,12,14.05,13.34,13.60,15.99, 	2.04 ,
221,5835,,BACARDI DRAGON BERRY,70.0,1000,12,17.55,16.67,16.99,19.97,,
221,5836,,BACARDI DRAGON BERRY,70.0,1750,6,26.35,25.02,25.51,29.99, 	3.00 ,
221,5837,,BACARDI DRAGON BERRY PL,70.0,50,120,0.85,0.80,0.82,0.96,,
221,84293,,BACARDI GOLD (P R),80.0,50,120,0.95,0.91,0.93,1.09,,
221,86054,,BACARDI GOLD (P R),80.0,100,48,1.75,1.66,1.69,1.99,,
221,38242,,BACARDI GOLD (P R),80.0,200,48,3.50,3.32,3.38,3.98, 	1.03 ,
221,38243,,BACARDI GOLD (P R),80.0,375,24,6.10,5.78,5.89,6.93, 	.77 ,
221,38247,,BACARDI GOLD (P R),80.0,750,12,10.50,9.97,10.16,11.95, 	(2.00),
221,38241,,BACARDI GOLD (P R),80.0,1000,12,15.35,14.57,14.85,17.46, 	2.48 ,
221,38248,,BACARDI GOLD (P R),80.0,1750,6,17.55,16.67,16.99,19.97, 	(2.00),
221,38257,,BACARDI GOLD (P R) PL,80.0,750,12,10.50,9.97,10.16,11.95, 	(2.00),
221,7228,,BACARDI GOLD PL,80.0,1750,6,17.55,16.67,16.99,19.97, 	(2.00),
221,71766,,BACARDI GOLD W/BEANIE CAP,80.0,750,12,10.50,9.97,10.16,11.95, 	(2.00),
221,70767,,BACARDI GOLD-W/ROCKS GLASS,80.0,750,12,10.50,9.97,10.16,11.95, 	(2.00),
221,3284,,BACARDI GRAND MELON,70.0,200,24,3.50,3.32,3.38,3.98,,
221,3317,,BACARDI GRAND MELON,70.0,375,12,6.55,6.22,6.34,7.45,,
221,3296,,BACARDI GRAND MELON,70.0,750,12,14.05,13.34,13.60,15.99, 	2.04 ,
221,3343,,BACARDI GRAND MELON,70.0,1000,12,17.55,16.67,16.99,19.97,,
221,3297,,BACARDI GRAND MELON,70.0,1750,6,26.35,25.02,25.51,29.99, 	3.00 ,
221,3342,,BACARDI GRAND MELON PL,70.0,50,120,0.85,0.80,0.82,0.96,,
,,,,,,,,,,,,
RUM (CONTINUED),,,,,,,,,,,,
,,,,,,,,,,,,
221,38342,,BACARDI LIMON,70.0,200,24,3.50,3.32,3.38,3.98,,
221,38343,,BACARDI LIMON,70.0,375,12,6.55,6.22,6.34,7.45,,
221,38347,,BACARDI LIMON,70.0,750,12,14.05,13.34,13.60,15.99, 	2.04 ,
221,38341,,BACARDI LIMON,70.0,1000,12,17.55,16.67,16.99,19.97,,
221,38348,,BACARDI LIMON,70.0,1750,6,26.35,25.02,25.51,29.99, 	3.00 ,
221,38340,,BACARDI LIMON PL,70.0,50,120,0.85,0.80,0.82,0.96,,
221,6798,,BACARDI LIMON PL,70.0,750,12,14.05,13.34,13.60,15.99, 	2.04 ,
221,71845,,BACARDI LIMON W/PITCHER,70.0,1750,3,26.35,25.02,25.51,29.99,,
221,71840,,BACARDI LIMON/50ML DRAGONBERRY,70.0,750,12,14.05,13.34,13.60,15.99, 	2.04 ,
221,71723,,BACARDI LIMON/50ML TORCH CHRY,70.0,750,12,14.05,13.34,13.60,15.99, 	2.04 ,
221,99966,,BACARDI O,70.0,200,24,3.50,3.32,3.38,3.98,,
221,99976,,BACARDI O,70.0,375,12,6.55,6.22,6.34,7.45,,
221,99696,,BACARDI O,70.0,750,12,14.05,13.34,13.60,15.99, 	2.04 ,
221,99826,,BACARDI O,70.0,1000,12,17.55,16.67,16.99,19.97,,
221,99836,,BACARDI O,70.0,1750,6,26.35,25.02,25.51,29.99, 	3.00 ,
221,7935,,BACARDI OAKHEART SPICED RUM,70.0,375,12,6.10,5.78,5.89,6.93,NEW,
221,7938,,BACARDI OAKHEART SPICED RUM,70.0,750,12,11.40,10.84,11.05,12.99,NEW,
221,7939,,BACARDI OAKHEART SPICED RUM,70.0,1000,12,16.65,15.83,16.14,18.97,NEW,
221,7940,,BACARDI OAKHEART SPICED RUM,70.0,1750,6,21.05,19.99,20.38,23.96,NEW,
221,7941,,BACARDI OAKHEART SPICED RUM PL,70.0,50,120,0.85,0.80,0.82,0.96,NEW,
221,4192,,BACARDI PEACH RED,70.0,200,24,3.50,3.32,3.38,3.98,,
221,4193,,BACARDI PEACH RED,70.0,375,12,6.55,6.22,6.34,7.45,,
221,4224,,BACARDI PEACH RED,70.0,750,12,14.05,13.34,13.60,15.99, 	2.04 ,
221,4225,,BACARDI PEACH RED,70.0,1000,12,17.55,16.67,16.99,19.97,,
221,4226,,BACARDI PEACH RED,70.0,1750,6,26.35,25.02,25.51,29.99, 	3.00 ,
221,4227,,BACARDI PEACH RED PL,70.0,50,120,0.85,0.80,0.82,0.96,,
221,71158,,BACARDI PEACH RED W/CARAFE,70.0,750,6,14.05,13.34,13.60,15.99, 	2.04 ,
221,926,,BACARDI RAZZ,70.0,200,24,3.50,3.32,3.38,3.98,,
221,927,,BACARDI RAZZ,70.0,375,12,6.55,6.22,6.34,7.45,,
221,834,,BACARDI RAZZ,70.0,750,12,14.05,13.34,13.60,15.99, 	2.04 ,
221,835,,BACARDI RAZZ,70.0,1000,12,17.55,16.67,16.99,19.97,,
221,836,,BACARDI RAZZ,70.0,1750,6,26.35,25.02,25.51,29.99, 	3.00 ,
221,833,,BACARDI RAZZ PL,70.0,50,120,0.85,0.80,0.82,0.96,,
221,7548,,BACARDI RESERVA LIMITADA,80.0,750,6,96.60,91.76,93.55,109.97,,
221,7513,,BACARDI ROCK COCONUT,70.0,200,24,3.50,3.32,3.38,3.98,,
221,7514,,BACARDI ROCK COCONUT,70.0,375,12,6.55,6.22,6.34,7.45,,
221,7540,,BACARDI ROCK COCONUT,70.0,750,12,14.05,13.34,13.60,15.99, 	2.04 ,
221,7541,,BACARDI ROCK COCONUT,70.0,1000,12,17.55,16.67,16.99,19.97,,
221,7542,,BACARDI ROCK COCONUT,70.0,1750,6,26.35,25.02,25.51,29.99, 	3.00 ,
221,7543,,BACARDI ROCK COCONUT PL,70.0,50,120,0.85,0.80,0.82,0.96,,
221,3514,,BACARDI SELECT (P R),80.0,200,48,3.50,3.32,3.38,3.98, 	1.03 ,
221,3515,,BACARDI SELECT (P R),80.0,375,24,6.10,5.78,5.89,6.93, 	.77 ,
221,38307,,BACARDI SELECT (P R),80.0,750,12,10.50,9.97,10.16,11.95, 	(2.00),
221,38301,,BACARDI SELECT (P R),80.0,1000,12,15.35,14.57,14.85,17.46,,
221,86510,,BACARDI SELECT (P R),80.0,1750,6,17.55,16.67,16.99,19.97, 	(2.00),
221,6336,,BACARDI SOLERA,80.0,750,12,16.65,15.83,16.14,18.97,,
221,84283,,BACARDI SUPERIOR (P R),80.0,50,120,0.95,0.91,0.93,1.09,,
221,86064,,BACARDI SUPERIOR (P R),80.0,100,48,1.75,1.66,1.69,1.99,,
221,38322,,BACARDI SUPERIOR (P R),80.0,200,48,3.50,3.32,3.38,3.98, 	1.03 ,
221,38323,,BACARDI SUPERIOR (P R),80.0,375,24,6.10,5.78,5.89,6.93, 	.77 ,
221,38327,,BACARDI SUPERIOR (P R),80.0,750,12,10.50,9.97,10.16,11.95, 	(2.00),
221,38321,,BACARDI SUPERIOR (P R),80.0,1000,12,15.35,14.57,14.85,17.46,,
221,38328,,BACARDI SUPERIOR (P R),80.0,1750,6,17.55,16.67,16.99,19.97, 	(2.00),
221,38337,,BACARDI SUPERIOR (P R) PL,80.0,750,12,10.50,9.97,10.16,11.95, 	(2.00),
221,7075,,BACARDI SUPERIOR (P R) PL,80.0,1750,6,17.55,16.67,16.99,19.97, 	(2.00),
221,71767,,BACARDI SUPERIOR W/BEANIE CAP,80.0,750,12,10.50,9.97,10.16,11.95, 	(2.00),
221,71202,,BACARDI SUPERIOR W/GL,80.0,750,12,10.50,9.97,10.16,11.95, 	(2.00),
221,71044,,BACARDI SUPERIOR W/MUDDLER,80.0,1750,6,17.55,16.67,16.99,19.97, 	(2.00),
221,71768,,BACARDI SUPERIOR W/PHOTO FRAME,80.0,750,12,10.50,9.97,10.16,11.95, 	(2.00),
221,71850,,BACARDI SUPERIOR/50ML BAC GOLD,80.0,1750,6,17.55,16.67,16.99,19.97, 	(2.00),
221,71568,,BACARDI SUPERIOR/50ML DRAGON,80.0,750,12,10.50,9.97,10.16,11.95, 	(2.00),
221,71911,,BACARDI SUPERIOR/50ML ROCK COC,80.0,750,12,10.50,9.97,10.16,11.95, 	(2.00),
221,71724,,BACARDI SUPERIOR/50ML TORCH CH,80.0,750,12,10.50,9.97,10.16,11.95, 	(2.00),
221,7171,,BACARDI SUPERIOR VARIET PL 5PK,80.0,50,12,5.40,5.14,5.24,6.16,,
,,,,,,,,,,,,
RUM (CONTINUED),,,,,,,,,,,,
,,,,,,,,,,,,
221,6803,,BACARDI TORCHED CHERRY,70.0,50,120,0.85,0.80,0.82,0.96,,
221,6769,,BACARDI TORCHED CHERRY,70.0,200,24,3.50,3.32,3.38,3.98,,
221,6770,,BACARDI TORCHED CHERRY,70.0,375,12,6.55,6.22,6.34,7.45,,
221,6610,,BACARDI TORCHED CHERRY,70.0,750,12,14.05,13.34,13.60,15.99, 	2.04 ,
221,6804,,BACARDI TORCHED CHERRY,70.0,1000,12,17.55,16.67,16.99,19.97,,
221,6805,,BACARDI TORCHED CHERRY,70.0,1750,6,26.35,25.02,25.51,29.99, 	3.00 ,
221,6806,,BACARDI VARIETY RUMS PL 6PK,70.0,50,20,5.05,4.79,4.88,5.74,,
221,6593,,BACARDI 151 (P R),151.0,200,48,6.10,5.78,5.89,6.93,,
221,38293,,BACARDI 151 (P R),151.0,375,24,9.60,9.11,9.29,10.92,,
221,38297,,BACARDI 151 (P R),151.0,750,12,18.85,17.90,18.25,21.45,,
221,86626,,BACARDI 151 (P R),151.0,1000,12,22.80,21.65,22.07,25.95,,
221,92756,,BACARDI 8,80.0,750,12,17.55,16.67,16.99,19.97,,
221,85130,,BACARDI 8,80.0,1000,12,23.70,22.52,22.96,26.99,,
321,214,,BANKER'S CLUB WHITE RUM,80.0,750,12,5.60,5.31,5.41,6.36,,
321,213,,BANKER'S CLUB WHITE RUM,80.0,1000,12,7.00,6.65,6.78,7.97,,
321,212,,BANKER'S CLUB WHITE RUM,80.0,1750,6,12.10,11.48,11.70,13.76,,
321,5089,,BARBAROSSA BANANA,42.0,750,12,7.85,7.45,7.60,8.93,,
321,4856,,BARBAROSSA CHERRY,42.0,750,12,7.85,7.45,7.60,8.93,,
321,2598,,BARBAROSSA COCONUT RUM,42.0,750,12,7.85,7.45,7.60,8.93,,
321,2599,,BARBAROSSA COCONUT RUM,42.0,1750,6,14.90,14.17,14.45,16.98,,
321,6583,,BARBAROSSA COCONUT RUM PL,42.0,750,12,7.85,7.45,7.60,8.93,,
321,4857,,BARBAROSSA MANGO,42.0,750,12,7.85,7.45,7.60,8.93,,
321,4858,,BARBAROSSA PINEAPPLE COCONUT,42.0,750,12,7.85,7.45,7.60,8.93,,
321,38397,,BARBAROSSA SPICED RUM,70.0,750,12,7.85,7.45,7.60,8.93,,
321,38398,,BARBAROSSA SPICED RUM PL,70.0,1750,6,14.90,14.17,14.45,16.98,,
321,3289,,BARTON GOLD,80.0,1000,12,6.50,6.17,6.29,7.40,,
321,3290,,BARTON GOLD PL,80.0,1750,6,11.30,10.73,10.94,12.86,,
321,38457,,BARTON LIGHT (V I),80.0,750,12,5.25,4.99,5.09,5.98,,
321,38451,,BARTON LIGHT (V I),80.0,1000,12,6.50,6.17,6.29,7.40,,
321,38458,,BARTON LIGHT (V I),80.0,1750,6,11.30,10.73,10.94,12.86,,
321,6807,,BARTON LIGHT PL,80.0,100,48,1.45,1.38,1.41,1.66,,
321,96226,,BELLOWS LIGHT RUM,80.0,1000,12,7.00,6.65,6.78,7.97,,
321,83720,,BELLOWS LIGHT RUM,80.0,1750,6,11.85,11.25,11.47,13.48,,
221,7163,,BLACK BEARD SPICED RUM,86.0,750,12,12.25,11.64,11.87,13.95,,
221,7164,,BLACK BEARD SPICED RUM,86.0,1000,12,16.65,15.83,16.14,18.97,,
221,71877,,BLACKHEART PREM SPICED/TUMBLER,93.0,750,6,13.15,12.50,12.74,14.98,,
221,6616,,BLACKHEART PREMIUM SPICED,93.0,750,12,13.15,12.50,12.74,14.98,,
221,6925,,BLACKHEART PREMIUM SPICED,93.0,1750,6,21.90,20.82,21.23,24.95,,
221,6617,,BLACKHEART PREMIUM SPICED PL,93.0,50,120,0.85,0.80,0.82,0.96,,
321,3509,,BOYERO,80.0,750,12,16.50,15.67,15.98,18.79,,
321,1082,,BRUGAL ANEJO RUM,80.0,750,12,14.90,14.17,14.45,16.98,,
321,1081,,BRUGAL ANEJO RUM,80.0,1000,12,19.30,18.33,18.69,21.97,,
321,1080,,BRUGAL ANEJO RUM,80.0,1750,6,31.60,30.01,30.59,35.96,,
321,70715,,BRUGAL ANEJO RUM W/GL,80.0,750,6,14.90,14.17,14.45,16.98,,
321,71756,,BRUGAL ANEJO W/COCKTAIL SHAKER,80.0,750,6,14.90,14.17,14.45,16.98,,
321,6249,,BRUGAL EXTRA VIEJO,80.0,750,12,19.30,18.33,18.69,21.97,,
321,4849,,BRUGAL WHITE LABEL,80.0,750,12,11.40,10.84,11.05,12.99,,
221,6723,,BURNETT'S COCONUT,60.0,750,12,8.75,8.31,8.47,9.96,,
221,6724,,BURNETT'S COCONUT PL,60.0,1750,6,15.80,15.00,15.29,17.98,,
221,5030,,BURNETT'S GOLD RUM,80.0,750,12,8.75,8.31,8.47,9.96,,
221,5032,,BURNETT'S SPICED RUM,70.0,750,12,8.75,8.31,8.47,9.96,,
221,5033,,BURNETT'S SPICED RUM,70.0,1750,6,15.80,15.00,15.29,17.98,,
221,5038,,BURNETT'S WHITE RUM,80.0,750,12,8.75,8.31,8.47,9.96,,
221,5039,,BURNETT'S WHITE RUM,80.0,1750,6,15.80,15.00,15.29,17.98,,
321,1365,,CABANA BOY KIWI STRAWBERRY,48.0,750,12,8.75,8.31,8.47,9.96,,
321,1362,,CABANA BOY PINEAPPLE COCONUT,48.0,750,12,8.75,8.31,8.47,9.96,,
321,1356,,CABANA BOY WILD CHERRY,48.0,750,12,8.75,8.31,8.47,9.96,,
321,5895,,CABANA CACHACA,80.0,750,6,26.35,25.02,25.51,29.99,,
221,4475,,CACHACA YPIOCA PRATA,78.0,1000,12,24.55,23.32,23.77,27.94,,
221,87006,,CACHACA YPIOCA RUM,78.0,1000,12,18.20,17.30,17.64,20.73,,
321,5135,,CACHACA 51,80.0,1000,12,15.80,15.00,15.29,17.98, 	(2.56),
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
RUM (CONTINUED),,,,,,,,,,,,
,,,,,,,,,,,,
321,7076,,CALYPSO SPICED RUM,70.0,750,12,7.85,7.45,7.60,8.93,,
321,7077,,CALYPSO SPICED RUM,70.0,1000,12,7.85,7.45,7.60,8.93,,
321,7078,,CALYPSO SPICED RUM,70.0,1750,6,14.90,14.17,14.45,16.98,,
321,6395,,CAPTAIN MORGAN LIME BITE,70.0,375,24,7.00,6.65,6.78,7.97,,
321,6396,,CAPTAIN MORGAN LIME BITE,70.0,750,12,13.15,12.50,12.74,14.98, 	(1.01),
321,6397,,CAPTAIN MORGAN LIME BITE,70.0,1000,12,17.55,16.67,16.99,19.97,,
321,6398,,CAPTAIN MORGAN LIME BITE,70.0,1750,6,25.45,24.18,24.65,28.98,,
321,6399,,CAPTAIN MORGAN LIME BITE PL,70.0,50,120,1.10,1.03,1.05,1.24,,
321,71873,,CAPT MORG PAR COMBO/50ML SPICE,42.0,750,12,9.60,9.11,9.29,10.92, 	.96 ,
321,902,,CAPT MORGAN'S PARROT BAY,42.0,50,120,0.85,0.80,0.82,0.96,,
321,903,,CAPT MORGAN'S PARROT BAY,42.0,200,48,3.50,3.32,3.38,3.98,,
321,904,,CAPT MORGAN'S PARROT BAY,42.0,375,24,6.10,5.78,5.89,6.93,,
321,905,,CAPT MORGAN'S PARROT BAY,42.0,750,12,9.60,9.11,9.29,10.92, 	.96 ,
321,906,,CAPT MORGAN'S PARROT BAY,42.0,1000,12,14.90,14.17,14.45,16.98,,
321,907,,CAPT MORGAN'S PARROT BAY,42.0,1750,6,22.80,21.65,22.07,25.95,,
321,908,,CAPT MORGAN'S PARROT BAY PL,42.0,750,12,9.60,9.11,9.29,10.92, 	.96 ,
321,6118,,CAPT MORGAN'S PARROT BAY-90,90.0,375,24,7.45,7.08,7.22,8.49,,
321,6119,,CAPT MORGAN'S PARROT BAY-90,90.0,750,12,13.60,12.91,13.16,15.47,,
321,6121,,CAPT MORGAN'S PARROT BAY-90 PL,90.0,1750,6,25.45,24.18,24.65,28.98,,
321,5141,,CAPT MOR PAR BAY KEY LIME,42.0,50,120,0.85,0.80,0.82,0.96,,
321,5142,,CAPT MOR PAR BAY KEY LIME,42.0,750,12,9.60,9.11,9.29,10.92, 	.96 ,
321,5143,,CAPT MOR PAR BAY KEY LIME,42.0,1000,12,14.90,14.17,14.45,16.98,,
321,5144,,CAPT MOR PAR BAY KEY LIME,42.0,1750,6,22.80,21.65,22.07,25.95,,
321,71502,,CAPT MOR PAR BAY KEY LIM/JUICE,42.0,750,6,9.60,9.11,9.29,10.92, 	.96 ,
321,1572,,CAPT MORGAN PARROT BAY MANGO,42.0,750,12,9.60,9.11,9.29,10.92, 	.96 ,
321,1573,,CAPT MORGAN PARROT BAY MANGO,42.0,1000,12,14.90,14.17,14.45,16.98,,
321,6109,,CAPT MORG PARROT BAY ORANGE,42.0,750,12,9.60,9.11,9.29,10.92, 	.96 ,
321,6110,,CAPT MORG PARROT BAY ORANGE,42.0,1000,12,14.90,14.17,14.45,16.98,,
321,6112,,CAPT MORG PARROT BAY ORANGE PL,42.0,1750,6,22.80,21.65,22.07,25.95,,
321,2662,,CAPT MOR PAR BAY PASSION FRUIT,42.0,200,48,3.50,3.32,3.38,3.98,,
321,2664,,CAPT MOR PAR BAY PASSION FRUIT,42.0,750,12,9.60,9.11,9.29,10.92, 	.96 ,
321,2665,,CAPT MOR PAR BAY PASSION FRUIT,42.0,1000,12,13.15,12.50,12.74,14.98,,
321,1575,,CAPT MORGN PARROT BAY PINEAPLE,42.0,50,120,0.85,0.80,0.82,0.96,,
321,2546,,CAPT MORGN PARROT BAY PINEAPLE,42.0,200,48,3.50,3.32,3.38,3.98,,
321,1576,,CAPT MORGN PARROT BAY PINEAPLE,42.0,750,12,9.60,9.11,9.29,10.92, 	.96 ,
321,1577,,CAPT MORGN PARROT BAY PINEAPLE,42.0,1000,12,14.90,14.17,14.45,16.98,,
321,1578,,CAPT MORGN PARROT BAY PINEAPLE,42.0,1750,6,22.80,21.65,22.07,25.95,,
321,6114,,CAPT MORG PARROT BAY STRWBRY,42.0,750,12,9.60,9.11,9.29,10.92, 	.96 ,
321,6115,,CAPT MORG PARROT BAY STRWBRY,42.0,1000,12,14.90,14.17,14.45,16.98,,
321,85783,,CAPT MORGAN PRIVATE STOCK,80.0,50,120,1.75,1.66,1.69,1.99,,
321,85440,,CAPT MORGAN PRIVATE STOCK,80.0,750,12,19.30,18.33,18.69,21.97,,
321,2042,,CAPT MORGAN PRIVATE STOCK,80.0,1750,6,28.95,27.51,28.05,32.97,,
321,86053,,CAPT MORGAN SILVER SPICED RUM,70.0,50,120,0.95,0.91,0.93,1.09,,
321,41317,,CAPT MORGAN SILVER SPICED RUM,70.0,750,12,13.15,12.50,12.74,14.98,,
321,2041,,CAPT MORGAN SILVER SPICED RUM,70.0,1000,12,17.55,16.67,16.99,19.97,,
321,86373,,CAPT MORGAN SPICED RUM (P R),70.0,50,120,1.05,0.99,1.01,1.19,,
321,5583,,CAPT MORGAN SPICED RUM (P R),70.0,100,48,2.15,2.05,2.09,2.46,,
321,41302,,CAPT MORGAN SPICED RUM (P R),70.0,200,48,3.90,3.72,3.79,4.45,,
321,41303,,CAPT MORGAN SPICED RUM (P R),70.0,375,24,6.55,6.22,6.34,7.45,,
321,41307,,CAPT MORGAN SPICED RUM (P R),70.0,750,12,13.15,12.50,12.74,14.98,,
321,41301,,CAPT MORGAN SPICED RUM (P R),70.0,1000,12,17.55,16.67,16.99,19.97,,
321,41308,,CAPT MORGAN SPICED RUM (P R),70.0,1750,6,21.90,20.82,21.23,24.95, 	(2.04),
321,5502,,CAPT MORGAN SPICED RUM (PR) PL,70.0,1750,6,21.90,20.82,21.23,24.95, 	(2.04),
321,41297,,CAPT MORGAN SPICED RUM PL,70.0,750,12,13.15,12.50,12.74,14.98,,
321,71722,,CAPT MORG SPC W/50ML ZWACK PL,70.0,750,12,13.15,12.50,12.74,14.98,,
321,71765,,CAPT MORG SPC/PING PONG BALLS,70.0,1750,6,21.90,20.82,21.23,24.95, 	(2.04),
321,71731,,CAPT MORG SPC/50ML CROWN ROYAL,70.0,750,12,13.15,12.50,12.74,14.98,,
321,71721,,CAPT MOR SPC/50ML LIME BITE PL,70.0,750,12,13.15,12.50,12.74,14.98,,
321,5244,,CAPTAIN MORGAN SPICED-100,100.0,200,48,5.25,4.99,5.09,5.98,,
321,5245,,CAPTAIN MORGAN SPICED-100,100.0,375,24,8.75,8.31,8.47,9.96,,
321,5246,,CAPTAIN MORGAN SPICED-100,100.0,750,12,14.90,14.17,14.45,16.98,,
321,5247,,CAPTAIN MORGAN SPICED-100,100.0,1000,12,21.05,19.99,20.38,23.96,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
RUM (CONTINUED),,,,,,,,,,,,
,,,,,,,,,,,,
321,5248,,CAPTAIN MORGAN SPICED-100,100.0,1750,6,26.35,25.02,25.51,29.99,,
321,5249,,CAPTAIN MORGAN SPICED-100 PL,100.0,50,120,1.45,1.38,1.41,1.66,,
321,6122,,CAPTAIN MORGAN SPICED-100 PL,100.0,750,12,14.90,14.17,14.45,16.98,,
321,2594,,CAPTAIN MORGAN TATTOO,70.0,50,120,0.85,0.80,0.82,0.96,,
321,2595,,CAPTAIN MORGAN TATTOO,70.0,750,12,14.05,13.34,13.60,15.99,,
321,2596,,CAPTAIN MORGAN TATTOO,70.0,1000,12,17.55,16.67,16.99,19.97,,
321,2597,,CAPTAIN MORGAN TATTOO,70.0,1750,6,27.20,25.85,26.35,30.97,,
321,2911,,CAPTAIN MORGAN TATTOO PL,70.0,375,24,6.95,6.61,6.74,7.92,,
221,7559,,CASTILLO CITRUS,70.0,750,12,7.00,6.65,6.78,7.97,,
221,7560,,CASTILLO CITRUS,70.0,1000,12,8.35,7.92,8.07,9.49,,
221,7561,,CASTILLO CITRUS PL,70.0,750,12,7.00,6.65,6.78,7.97,,
221,7562,,CASTILLO CITRUS PL,70.0,1750,6,14.05,13.34,13.60,15.99,,
221,7564,,CASTILLO COCONUT,70.0,750,12,7.00,6.65,6.78,7.97,,
221,7565,,CASTILLO COCONUT,70.0,1000,12,8.35,7.92,8.07,9.49,,
221,7566,,CASTILLO COCONUT PL,70.0,750,12,7.00,6.65,6.78,7.97,,
221,7569,,CASTILLO COCONUT PL,70.0,1750,6,14.05,13.34,13.60,15.99,,
221,7802,,CASTILLO FUSION,70.0,750,12,7.00,6.65,6.78,7.97,NEW,
221,7570,,CASTILLO FUSION,70.0,1000,12,8.35,7.92,8.07,9.49,,
221,7804,,CASTILLO FUSION PL,70.0,750,12,7.00,6.65,6.78,7.97,NEW,
221,7803,,CASTILLO FUSION PL,70.0,1750,6,14.05,13.34,13.60,15.99,NEW,
221,38777,,CASTILLO GOLD LABEL (P R),80.0,750,12,7.00,6.65,6.78,7.97,,
221,85030,,CASTILLO GOLD LABEL (P R),80.0,1000,12,8.35,7.92,8.07,9.49,,
221,38788,,CASTILLO GOLD LABEL (P R),80.0,1750,6,14.05,13.34,13.60,15.99,,
221,92380,,CASTILLO GOLD LABEL PL,80.0,750,12,7.00,6.65,6.78,7.97,,
221,7571,,CASTILLO MOCHA,80.0,750,12,7.00,6.65,6.78,7.97,,
221,7572,,CASTILLO MOCHA,80.0,1000,12,8.35,7.92,8.07,9.49,,
221,7573,,CASTILLO MOCHA PL,80.0,750,12,7.00,6.65,6.78,7.97,,
221,7574,,CASTILLO MOCHA PL,80.0,1750,6,14.05,13.34,13.60,15.99,,
221,38767,,CASTILLO SILVER LABEL (P R),80.0,750,12,7.00,6.65,6.78,7.97,,
221,38761,,CASTILLO SILVER LABEL (P R),80.0,1000,12,8.35,7.92,8.07,9.49,,
221,38748,,CASTILLO SILVER LABEL (P R),80.0,1750,6,14.05,13.34,13.60,15.99,,
221,38747,,CASTILLO SILVER LABEL PL,80.0,750,12,7.00,6.65,6.78,7.97,,
221,38757,,CASTILLO SPICED (P R),70.0,750,12,7.00,6.65,6.78,7.97,,
221,85596,,CASTILLO SPICED (P R),70.0,1000,12,8.35,7.92,8.07,9.49,,
221,38758,,CASTILLO SPICED (P R),70.0,1750,6,14.05,13.34,13.60,15.99,,
221,92470,,CASTILLO SPICED PL,70.0,750,12,7.00,6.65,6.78,7.97,,
321,7440,,CHAIRMAN'S RESERVE,80.0,750,6,17.55,16.67,16.99,19.97,,
321,7441,,CHAIRMAN'S RESERVE,80.0,1000,6,21.90,20.82,21.23,24.95,,
321,7442,,CHAIRMAN'S RESERVE SILVER,80.0,1000,6,21.90,20.82,21.23,24.95,,
321,7443,,CHAIRMAN'S RESERVE SPICED,80.0,750,6,17.55,16.67,16.99,19.97,,
321,7945,,CHERRY JACK,42.0,750,12,8.75,8.31,8.47,9.96,NEW,
221,3963,,COCKSPUR-12 YR BARBADOS,80.0,750,12,26.35,25.02,25.51,29.99,,
321,7946,,COCONUT JACK,42.0,750,12,8.75,8.31,8.47,9.96,NEW,
221,6654,,COLUMBUS ANEJO,80.0,750,12,17.55,16.67,16.99,19.97,,
321,2734,,CONCH REPUBLIC DARK RUM,80.0,1000,12,7.45,7.08,7.22,8.49,,
