ADA,LIQ,,BRAND NAME,PROOF,SIZE,PACK,BASE,ON PREM,OFF PREM,MINIMUM,NEW/,
#,CODE,,,,IN ML,,PRICE,PRICE,PRICE,SHELF PRICE,CHNG,
AMERICAN BLEND,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
GINGER,,,,,,,,,,,,
,,,,,,,,,,,,
221,53117,,ARROW GINGER BRANDY,60.0,750,12,8.35,7.92,8.07,9.49,,
221,93776,,ARROW GINGER BRANDY PL,60.0,200,48,2.55,2.42,2.47,2.90,,
221,53113,,ARROW GINGER BRANDY PL,60.0,375,24,4.90,4.67,4.76,5.59,,
321,3348,,DEKUYPER GINGER BRANDY,70.0,1000,12,7.85,7.45,7.60,8.93,,
321,5256,,H WALKER GINGER BRANDY,60.0,750,12,7.00,6.65,6.78,7.97,,
321,5257,,H WALKER GINGER BRANDY,60.0,1000,12,8.75,8.31,8.47,9.96,,
221,53572,,MOHAWK GINGER BRANDY,60.0,200,48,2.50,2.37,2.42,2.85,,
221,53577,,MOHAWK GINGER BRANDY,60.0,750,12,7.85,7.45,7.60,8.93,,
221,53573,,MOHAWK GINGER BRANDY PL,60.0,375,24,4.80,4.55,4.64,5.46,,
221,89376,,MOHAWK X-SHARP GINGER BRANDY,60.0,1000,12,10.50,9.97,10.16,11.95,,
321,86506,,MR BOSTON GINGER BRANDY,70.0,1000,12,7.85,7.45,7.60,8.93,,
221,3264,,SILVER HAWK VSOP GINGER,60.0,750,12,8.25,7.84,7.99,9.39,,
,,,,,,,,,,,,
SCHNAPPS,,,,,,,,,,,,
,,,,,,,,,,,,
221,2440,,ARROW CINNAMON SCHNAPPS 34,34.0,750,12,7.15,6.80,6.93,8.15,,
221,59112,,ARROW MACKDALE'S BUTTERSCOT PL,30.0,200,48,1.85,1.75,1.78,2.09,,
221,59113,,ARROW MACKDALE'S BUTTERSCOT PL,30.0,375,24,3.85,3.65,3.72,4.37,,
221,59117,,ARROW MACKDALE'S BUTTERSCOTCH,30.0,750,12,7.15,6.80,6.93,8.15,,
221,59111,,ARROW MACKDALE'S BUTTERSCOTCH,30.0,1000,12,6.60,6.26,6.38,7.50,,
221,58107,,ARROW PEACH SCHNAPPS,34.0,750,12,7.15,6.80,6.93,8.15,,
221,175,,ARROW PEACH SCHNAPPS,34.0,1000,12,6.60,6.26,6.38,7.50,,
221,58117,,ARROW PPRMNT SCHNAPPS,54.0,750,12,7.15,6.80,6.93,8.15,,
221,58111,,ARROW PPRMNT SCHNAPPS,54.0,1000,12,6.60,6.26,6.38,7.50,,
221,84533,,ARROW PPRMNT SCHNAPPS PL,54.0,50,120,0.80,0.75,0.76,0.90,,
221,58112,,ARROW PPRMNT SCHNAPPS PL,54.0,200,48,1.85,1.75,1.78,2.09,,
221,58113,,ARROW PPRMNT SCHNAPPS PL,54.0,375,24,3.85,3.65,3.72,4.37,,
221,58127,,ARROW PPRMNT SCHNAPPS PL,54.0,750,12,7.15,6.80,6.93,8.15,,
221,58118,,ARROW PPRMNT SCHNAPPS PL,54.0,1750,6,14.30,13.58,13.84,16.27,,
221,2443,,ARROW RASPBERRY SCHNAPPS,34.0,750,12,7.15,6.80,6.93,8.15,,
221,58167,,ARROW SPEARMINT SCHNAPPS,54.0,750,12,7.15,6.80,6.93,8.15,,
221,86613,,ARROW SUPER PPRMNT PL,100.0,50,120,0.85,0.80,0.82,0.96,,
221,58177,,ARROW SUPER PPRMNT SCHNAPPS,100.0,750,12,9.65,9.18,9.36,11.00,,
221,58172,,ARROW SUPER PPRMNT SCHNAPPS PL,100.0,200,48,3.05,2.89,2.95,3.47,,
221,58173,,ARROW SUPER PPRMNT SCHNAPPS PL,100.0,375,24,5.25,4.99,5.09,5.98,,
321,57267,,BLACK HAUS BLACKBERRY SCHNAPPS,80.0,750,12,18.85,17.90,18.25,21.45,,
221,90160,,BOLS BUTTERSCOTCH SCHNAPPS,34.0,750,12,8.75,8.31,8.47,9.96, 	1.03 ,
221,2037,,BOLS PEACH SCHNAPPS,42.0,750,12,8.75,8.31,8.47,9.96, 	1.03 ,
221,57287,,BOLS PPRMNT SCHNAPPS,48.0,750,12,8.75,8.31,8.47,9.96, 	1.03 ,
221,3953,,BOULAINE PEACH,30.0,1000,12,4.95,4.71,4.80,5.64,,
221,3954,,BOULAINE PEPPERMINT,30.0,1000,12,4.65,4.43,4.52,5.31,,
221,3956,,BOULAINE SOUR APPLE,30.0,1000,12,4.95,4.71,4.80,5.64,,
321,3642,,DEKUYPER BERRY FUSION PUCKER,30.0,750,12,10.50,9.97,10.16,11.95,,
321,3988,,DEKUYPER BERRY FUSION PUCKER,30.0,1000,12,13.15,12.50,12.74,14.98,,
321,3641,,DEKUYPER BERRY FUSION PUKR PL,30.0,50,120,0.85,0.80,0.82,0.96,,
321,58347,,DEKUYPER BLUEBERRY,30.0,750,12,10.50,9.97,10.16,11.95,,
321,86223,,DEKUYPER BUTTERSHOTS,30.0,50,120,0.85,0.80,0.82,0.96,,
321,86640,,DEKUYPER BUTTERSHOTS,30.0,200,48,3.50,3.32,3.38,3.98,,
321,58373,,DEKUYPER BUTTERSHOTS,30.0,375,24,5.70,5.42,5.53,6.50,,
321,58377,,DEKUYPER BUTTERSHOTS,30.0,750,12,10.50,9.97,10.16,11.95,,
321,58371,,DEKUYPER BUTTERSHOTS,30.0,1000,12,13.15,12.50,12.74,14.98,,
321,58417,,DEKUYPER BUTTERSHOTS PL,30.0,750,12,10.50,9.97,10.16,11.95,,
321,84363,,DEKUYPER CHERRY PUCKER,30.0,50,120,0.85,0.80,0.82,0.96,,
321,90736,,DEKUYPER CHERRY PUCKER,30.0,375,24,5.70,5.42,5.53,6.50,,
321,58437,,DEKUYPER CHERRY PUCKER,30.0,750,12,10.50,9.97,10.16,11.95,,
321,91256,,DEKUYPER CHERRY PUCKER,30.0,1000,12,13.15,12.50,12.74,14.98,,
321,58447,,DEKUYPER CRANBERRY,30.0,750,12,10.50,9.97,10.16,11.95,,
321,3989,,DEKUYPER CRANBERRY,30.0,1000,12,13.15,12.50,12.74,14.98,,
321,86206,,DEKUYPER GRAPE PUCKER SCH PL,30.0,750,12,10.50,9.97,10.16,11.95,,
321,84433,,DEKUYPER GRAPE PUCKER SCHNAPPS,30.0,50,120,0.85,0.80,0.82,0.96,,
321,91416,,DEKUYPER GRAPE PUCKER SCHNAPPS,30.0,375,24,5.70,5.42,5.53,6.50,,
321,58507,,DEKUYPER GRAPE PUCKER SCHNAPPS,30.0,750,12,10.50,9.97,10.16,11.95,,
321,91436,,DEKUYPER GRAPE PUCKER SCHNAPPS,30.0,1000,12,13.15,12.50,12.74,14.98,,
,,,,,,,,,,,,
,,,,,,,,,,,,
SCHNAPPS (CONTINUED),,,,,,,,,,,,
,,,,,,,,,,,,
321,1009,,DEKUYPER HOT DAMN,30.0,50,120,0.85,0.80,0.82,0.96,,
321,1010,,DEKUYPER HOT DAMN,30.0,200,48,3.50,3.32,3.38,3.98,,
321,1011,,DEKUYPER HOT DAMN,30.0,375,24,5.70,5.42,5.53,6.50,,
321,1012,,DEKUYPER HOT DAMN,30.0,750,12,10.50,9.97,10.16,11.95,,
321,1013,,DEKUYPER HOT DAMN,30.0,1000,12,13.15,12.50,12.74,14.98,,
321,1015,,DEKUYPER HOT DAMN PL,30.0,750,12,10.50,9.97,10.16,11.95,,
321,1014,,DEKUYPER HOT DAMN PL,30.0,1750,6,19.30,18.33,18.69,21.97,,
321,92796,,DEKUYPER HOT DAMN 100,100.0,200,48,3.10,2.93,2.99,3.52,,
321,92806,,DEKUYPER HOT DAMN 100,100.0,375,24,5.70,5.42,5.53,6.50,,
321,58427,,DEKUYPER HOT DAMN 100,100.0,750,12,10.50,9.97,10.16,11.95,,
321,4000,,DEKUYPER HOT DAMN 100,100.0,1000,12,13.15,12.50,12.74,14.98,,
321,870,,DEKUYPER ISLAND PUNCH,30.0,50,120,0.85,0.80,0.82,0.96,,
321,872,,DEKUYPER ISLAND PUNCH,30.0,375,24,5.70,5.42,5.53,6.50,,
321,873,,DEKUYPER ISLAND PUNCH,30.0,750,12,10.50,9.97,10.16,11.95,,
321,3990,,DEKUYPER ISLAND PUNCH,30.0,1000,12,13.15,12.50,12.74,14.98,,
321,874,,DEKUYPER ISLAND PUNCH PL,30.0,750,12,10.50,9.97,10.16,11.95,,
321,199,,DEKUYPER LUSCIOUS TROP PNEAPLE,30.0,750,12,10.50,9.97,10.16,11.95,,
321,58367,,DEKUYPER MIXED BERRY MEDLEY,30.0,750,12,10.50,9.97,10.16,11.95,,
321,84870,,DEKUYPER PEACH PUCKER SCH PL,30.0,750,12,10.50,9.97,10.16,11.95,,
321,84760,,DEKUYPER PEACH PUCKER SCHNAPPS,30.0,375,24,5.70,5.42,5.53,6.50,,
321,84780,,DEKUYPER PEACH PUCKER SCHNAPPS,30.0,750,12,10.50,9.97,10.16,11.95,,
321,86823,,DEKUYPER PEACHTREE,30.0,50,120,0.85,0.80,0.82,0.96,,
321,58292,,DEKUYPER PEACHTREE,30.0,200,48,3.50,3.32,3.38,3.98,,
321,58293,,DEKUYPER PEACHTREE,30.0,375,24,5.70,5.42,5.53,6.50,,
321,58297,,DEKUYPER PEACHTREE,30.0,750,12,10.50,9.97,10.16,11.95,,
321,58291,,DEKUYPER PEACHTREE,30.0,1000,12,13.15,12.50,12.74,14.98,,
321,58317,,DEKUYPER PEACHTREE PL,30.0,750,12,10.50,9.97,10.16,11.95,,
321,58298,,DEKUYPER PEACHTREE PL,30.0,1750,6,19.30,18.33,18.69,21.97,,
321,86243,,DEKUYPER PEPPERMINT,60.0,50,120,0.85,0.80,0.82,0.96,,
321,58302,,DEKUYPER PEPPERMINT,60.0,200,48,1.30,1.23,1.25,1.47,,
321,58303,,DEKUYPER PEPPERMINT,60.0,375,24,3.50,3.32,3.38,3.98,,
321,58307,,DEKUYPER PEPPERMINT,60.0,750,12,6.10,5.78,5.89,6.93,,
321,4003,,DEKUYPER PEPPERMINT,60.0,1000,12,5.45,5.18,5.28,6.21,,
321,89246,,DEKUYPER PEPPERMINT PL,60.0,750,12,6.10,5.78,5.89,6.93,,
321,3846,,DEKUYPER PEPPERMINT-100,100.0,200,48,2.60,2.46,2.51,2.95,,
321,3847,,DEKUYPER PEPPERMINT-100,100.0,375,24,5.70,5.42,5.53,6.50,,
321,3848,,DEKUYPER PEPPERMINT-100,100.0,750,12,8.75,8.31,8.47,9.96,,
321,7866,,DEKUYPER PUCKER COUNTER UNI PL,30.0,50,120,0.85,0.80,0.82,0.96,NEW,
321,84696,,DEKUYPER RASPBERRY PUCKER PL,30.0,750,12,10.50,9.97,10.16,11.95,,
321,87073,,DEKUYPER RASPBERRY PUCKER SCH,30.0,50,120,0.85,0.80,0.82,0.96,,
321,84606,,DEKUYPER RASPBERRY PUCKER SCH,30.0,375,24,5.70,5.42,5.53,6.50,,
321,84636,,DEKUYPER RASPBERRY PUCKER SCH,30.0,750,12,10.50,9.97,10.16,11.95,,
321,4004,,DEKUYPER RASPBERRY PUCKER SCH,30.0,1000,12,13.15,12.50,12.74,14.98,,
321,58333,,DEKUYPER ROOT BEER,45.0,375,24,5.70,5.42,5.53,6.50,,
321,58337,,DEKUYPER ROOT BEER,45.0,750,12,10.50,9.97,10.16,11.95,,
321,4002,,DEKUYPER ROOT BEER,45.0,1000,12,13.15,12.50,12.74,14.98,,
321,5289,,DEKUYPER SAMPLER PACK PL 4PK,30.0,50,30,3.35,3.17,3.23,3.80,,
321,88933,,DEKUYPER SOUR APPLE,30.0,50,120,0.85,0.80,0.82,0.96,,
321,96516,,DEKUYPER SOUR APPLE,30.0,200,48,3.50,3.32,3.38,3.98,,
321,96526,,DEKUYPER SOUR APPLE,30.0,375,24,5.70,5.42,5.53,6.50,,
321,96536,,DEKUYPER SOUR APPLE,30.0,750,12,10.50,9.97,10.16,11.95,,
321,3991,,DEKUYPER SOUR APPLE,30.0,1000,12,13.15,12.50,12.74,14.98,,
321,83740,,DEKUYPER SOUR APPLE PL,30.0,750,12,10.50,9.97,10.16,11.95,,
321,83750,,DEKUYPER SOUR APPLE PL,30.0,1750,6,19.30,18.33,18.69,21.97,,
321,3345,,DEKUYPER STRWBRY PKR,30.0,750,12,10.50,9.97,10.16,11.95,,
321,4005,,DEKUYPER STRWBRY PKR,30.0,1000,12,13.15,12.50,12.74,14.98,,
321,3344,,DEKUYPER STRWBRY PKR PL,30.0,50,120,0.85,0.80,0.82,0.96,,
321,86930,,DEKUYPER WATERMELON PUCKER PL,30.0,750,12,10.50,9.97,10.16,11.95,,
321,85203,,DEKUYPER WATERMELON PUCKER SCH,30.0,50,120,0.85,0.80,0.82,0.96,,
321,84160,,DEKUYPER WATERMELON PUCKER SCH,30.0,200,48,3.50,3.32,3.38,3.98,,
321,84280,,DEKUYPER WATERMELON PUCKER SCH,30.0,375,24,5.70,5.42,5.53,6.50,,
321,85470,,DEKUYPER WATERMELON PUCKER SCH,30.0,750,12,10.50,9.97,10.16,11.95,,
321,4006,,DEKUYPER WATERMELON PUCKER SCH,30.0,1000,12,13.15,12.50,12.74,14.98,,
321,58457,,DEKUYPER WATERMLN SQUEEZE,30.0,750,12,10.50,9.97,10.16,11.95,,
,,,,,,,,,,,,
SCHNAPPS (CONTINUED),,,,,,,,,,,,
,,,,,,,,,,,,
321,71919,,DEKUYPER SUMMER PACK PL 4PK,30.0,50,30,2.55,2.42,2.47,2.90,NEW,
321,7520,,DEKUYPER WINTER PACK PL 4PK,33.0,50,30,3.35,3.17,3.23,3.80,,
321,5974,,DR MCGILL BLK LICORICE,60.0,200,48,2.85,2.70,2.75,3.23,,
321,5975,,DR MCGILL BLK LICORICE,60.0,375,24,4.80,4.55,4.64,5.46,,
321,5976,,DR MCGILL BLK LICORICE,60.0,750,12,12.25,11.64,11.87,13.95,,
321,5977,,DR MCGILL BLK LICORICE,60.0,1000,12,15.80,15.00,15.29,17.98,,
321,5962,,DR MCGILL BLK LICORICE CNTR PL,60.0,50,60,0.85,0.80,0.82,0.96,,
321,5978,,DR MCGILL BLK LICORICE PL,60.0,750,12,12.25,11.64,11.87,13.95,,
321,4994,,DR MCGILL LEMON DROP,42.0,200,48,2.85,2.70,2.75,3.23,,
321,4995,,DR MCGILL LEMON DROP,42.0,375,24,4.80,4.55,4.64,5.46,,
321,4996,,DR MCGILL LEMON DROP,42.0,750,12,12.25,11.64,11.87,13.95,,
321,4997,,DR MCGILL LEMON DROP,42.0,1000,12,15.80,15.00,15.29,17.98,,
321,4998,,DR MCGILL LEMON DROP PL,42.0,750,12,12.25,11.64,11.87,13.95,,
321,7369,,DR MCGILLICUDDY'S ASSORTMEN PL,30.0,50,60,0.85,0.80,0.82,0.96,,
321,3270,,DR MCGILLICUDDY'S CHERRY,30.0,200,48,2.85,2.70,2.75,3.23,,
321,3271,,DR MCGILLICUDDY'S CHERRY,30.0,375,24,4.80,4.55,4.64,5.46,,
321,3272,,DR MCGILLICUDDY'S CHERRY,30.0,750,12,12.25,11.64,11.87,13.95,,
321,3273,,DR MCGILLICUDDY'S CHERRY,30.0,1000,12,15.80,15.00,15.29,17.98,,
321,7358,,DR MCGILLICUDDY'S CHERRY PL,30.0,50,60,0.85,0.80,0.82,0.96,,
321,3274,,DR MCGILLICUDDY'S CHERRY PL,30.0,750,12,12.25,11.64,11.87,13.95,,
321,57472,,DR MCGILLICUDDY'S MENTHOLMINT,48.0,200,48,1.95,1.86,1.90,2.23,,
321,57473,,DR MCGILLICUDDY'S MENTHOLMINT,48.0,375,24,4.35,4.12,4.20,4.94,,
321,57477,,DR MCGILLICUDDY'S MENTHOLMINT,48.0,750,12,12.25,11.64,11.87,13.95,,
321,57471,,DR MCGILLICUDDY'S MENTHOLMINT,48.0,1000,12,15.80,15.00,15.29,17.98,,
321,7359,,DR MCGILLICUDDY'S MENTHOLMN PL,48.0,50,60,0.85,0.80,0.82,0.96,,
321,57457,,DR MCGILLICUDDY'S MNT PL,48.0,750,12,12.25,11.64,11.87,13.95,,
321,84313,,DR MCGILLICUDDY'S VANILLA,48.0,50,120,0.85,0.80,0.82,0.96,,
321,85476,,DR MCGILLICUDDY'S VANILLA,48.0,200,48,2.85,2.70,2.75,3.23,,
321,85720,,DR MCGILLICUDDY'S VANILLA,48.0,375,24,4.80,4.55,4.64,5.46,,
321,85886,,DR MCGILLICUDDY'S VANILLA,48.0,750,12,12.25,11.64,11.87,13.95,,
321,85730,,DR MCGILLICUDDY'S VANILLA,48.0,1000,12,15.80,15.00,15.29,17.98,,
321,359,,DR MCGILLICUDDY'S VANILLA  PL,48.0,750,12,12.25,11.64,11.87,13.95,,
321,7907,,DR MCGILLICUDDYS APPLE PIE,42.0,750,12,12.25,11.64,11.87,13.95,NEW,
321,7908,,DR MCGILLICUDDYS APPLE PIE,42.0,1000,12,15.80,15.00,15.29,17.98,NEW,
321,7909,,DR MCGILLICUDDYS ICE MINT,42.0,750,12,12.25,11.64,11.87,13.95,NEW,
321,7910,,DR MCGILLICUDDYS ICE MINT,42.0,1000,12,15.80,15.00,15.29,17.98,NEW,
321,7911,,DR MCGILLICUDDYS ROOT BEER,42.0,750,12,12.25,11.64,11.87,13.95,NEW,
321,7912,,DR MCGILLICUDDYS ROOT BEER,42.0,1000,12,15.80,15.00,15.29,17.98,NEW,
321,7913,,DR MCGILLICUDDYS WILD GRAPE,42.0,750,12,12.25,11.64,11.87,13.95,NEW,
321,7914,,DR MCGILLICUDDYS WILD GRAPE,42.0,1000,12,15.80,15.00,15.29,17.98,NEW,
221,97650,,DUBOUCHETT BUTTERSCOTCH SCH,30.0,1000,12,5.70,5.42,5.53,6.50,,
221,97660,,DUBOUCHETT FNT STY ROOTBR SCH,30.0,1000,12,5.70,5.42,5.53,6.50,,
221,97870,,DUBOUCHETT PEACH SCHNAPPS,30.0,1000,12,5.70,5.42,5.53,6.50,,
321,57483,,FIRE WATER 100,100.0,375,24,8.75,8.31,8.47,9.96,,
321,57487,,FIRE WATER 100,100.0,750,12,16.65,15.83,16.14,18.97,,
221,6344,,GAETANO BUTTERSCOTCH SCH,30.0,1000,12,6.10,5.78,5.89,6.93,,
221,93326,,GAETANO PEACH SCHNAPPS,30.0,750,12,4.95,4.71,4.80,5.64,,
221,6349,,GAETANO PEACH SCHNAPPS,30.0,1000,12,6.10,5.78,5.89,6.93,,
221,95140,,GAETANO PEACH SCHNAPPS,30.0,1750,6,12.25,11.64,11.87,13.95,,
221,6350,,GAETANO PEPPERMINT SCH,30.0,1000,12,6.10,5.78,5.89,6.93,,
221,93790,,GAETANO ROOT BEER SCHNAPPS,30.0,750,12,4.95,4.71,4.80,5.64,,
221,6352,,GAETANO SOUR APPLE SCH,30.0,1000,12,6.10,5.78,5.89,6.93,,
221,84070,,GAETANO VANILLA SCHNAPPS,30.0,750,12,4.05,3.84,3.91,4.60, 	(1.04),
321,281,,GOLDSCHLAGER SCHNAPPS (SWZ),87.0,200,24,5.25,4.99,5.09,5.98,,
321,58473,,GOLDSCHLAGER SCHNAPPS (SWZ),87.0,375,12,9.60,9.11,9.29,10.92,,
321,58487,,GOLDSCHLAGER SCHNAPPS (SWZ),87.0,750,12,18.85,17.90,18.25,21.45,,
321,58481,,GOLDSCHLAGER SCHNAPPS (SWZ),87.0,1000,12,25.40,24.14,24.61,28.93,,
321,58470,,GOLDSCHLAGER SCHNAPPS (SWZ) PL,87.0,50,120,0.85,0.80,0.82,0.96,,
321,58537,,H WALKER BUTTERSCOTCH,30.0,750,12,6.10,5.78,5.89,6.93,,
321,58531,,H WALKER BUTTERSCOTCH,30.0,1000,12,7.25,6.89,7.02,8.25,,
321,91606,,H WALKER CINNAMON SCHNAPPS,30.0,750,12,6.10,5.78,5.89,6.93,,
321,651,,H WALKER MANGO SCHNAPPS,30.0,750,12,6.10,5.78,5.89,6.93,,
321,650,,H WALKER MANGO SCHNAPPS,30.0,1000,12,7.25,6.89,7.02,8.25,,
,,,,,,,,,,,,
,,,,,,,,,,,,
SCHNAPPS (CONTINUED),,,,,,,,,,,,
,,,,,,,,,,,,
321,7100,,H WALKER ORIG CINNAMON SCH,90.0,750,12,8.75,8.31,8.47,9.96,,
321,94750,,H WALKER PEACH SCHNAPPS,30.0,750,12,6.10,5.78,5.89,6.93,,
321,94336,,H WALKER PEACH SCHNAPPS,30.0,1000,12,7.25,6.89,7.02,8.25,,
321,94326,,H WALKER PEACH SCHNAPPS PL,30.0,1750,6,13.15,12.50,12.74,14.98,,
321,4345,,H WALKER PEAR,30.0,750,12,6.10,5.78,5.89,6.93,,
321,4348,,H WALKER PINK GRAPEFRUIT,30.0,750,12,6.10,5.78,5.89,6.93,,
321,3614,,H WALKER POMEGRANATE SCH,30.0,1000,12,7.25,6.89,7.02,8.25,,
321,3648,,H WALKER POMEGRANATE SCHNAPPS,30.0,750,12,6.10,5.78,5.89,6.93,,
321,97416,,H WALKER PPRMNT SCHNAPPS,60.0,200,48,1.55,1.47,1.50,1.76,,
321,97406,,H WALKER PPRMNT SCHNAPPS,60.0,375,24,3.50,3.32,3.38,3.98,,
321,58557,,H WALKER PPRMNT SCHNAPPS,60.0,750,12,6.10,5.78,5.89,6.93,,
321,58551,,H WALKER PPRMNT SCHNAPPS,60.0,1000,12,8.35,7.92,8.07,9.49,,
321,90746,,H WALKER PPRMNT SCHNAPPS,60.0,1750,6,13.15,12.50,12.74,14.98,,
321,92540,,H WALKER PPRMNT SCHP PL,60.0,750,12,6.10,5.78,5.89,6.93,,
321,653,,H WALKER RASPBERRY SCH,30.0,1000,12,7.25,6.89,7.02,8.25,,
321,98980,,H WALKER ROOT BEER SCHNAPPS,30.0,750,12,6.10,5.78,5.89,6.93,,
321,3651,,H WALKER SOUR APPLE,30.0,750,12,6.10,5.78,5.89,6.93,,
321,3652,,H WALKER SOUR APPLE,30.0,1000,12,7.25,6.89,7.02,8.25,,
321,5063,,H WALKER WHITE PEACH,30.0,750,12,6.10,5.78,5.89,6.93,,
321,5064,,H WALKER WHITE PEACH,30.0,1000,12,7.25,6.89,7.02,8.25,,
221,5717,,ICE HOLE BUTTERSCOTCH,40.0,750,12,11.40,10.84,11.05,12.99,,
221,7335,,ICE HOLE BUTTERSCOTCH,40.0,1000,12,12.25,11.64,11.87,13.95,,
221,7320,,ICE HOLE BUTTERSCOTCH PL,40.0,50,60,0.70,0.67,0.68,0.80,,
221,5718,,ICE HOLE BUTTERSCOTCH PL,40.0,750,12,11.40,10.84,11.05,12.99,,
221,4968,,ICE HOLE CHERRY,40.0,750,12,11.40,10.84,11.05,12.99,,
221,7336,,ICE HOLE CHERRY,40.0,1000,12,12.25,11.64,11.87,13.95,,
221,7321,,ICE HOLE CHERRY PL,40.0,50,60,0.70,0.67,0.68,0.80,,
221,4969,,ICE HOLE CHERRY PL,40.0,750,12,11.40,10.84,11.05,12.99,,
221,89560,,ICE HOLE MINT,75.0,750,12,11.40,10.84,11.05,12.99,,
221,7337,,ICE HOLE MINT,75.0,1000,12,12.25,11.64,11.87,13.95,,
221,7322,,ICE HOLE MINT PL,75.0,50,60,0.70,0.67,0.68,0.80,,
221,4772,,ICE HOLE MINT PL,75.0,750,12,11.40,10.84,11.05,12.99,,
221,7338,,ICE HOLE PLUM,40.0,750,12,11.40,10.84,11.05,12.99,,
221,7339,,ICE HOLE PLUM,40.0,1000,12,12.25,11.64,11.87,13.95,,
221,7323,,ICE HOLE PLUM PL,40.0,50,60,0.70,0.67,0.68,0.80,,
221,7340,,ICE HOLE XXX,34.0,750,12,11.40,10.84,11.05,12.99,,
221,7341,,ICE HOLE XXX,34.0,1000,12,12.25,11.64,11.87,13.95,,
221,7324,,ICE HOLE XXX PL,34.0,50,60,0.70,0.67,0.68,0.80,,
321,58667,,ICE 101 PPRMNT SCHNAPPS,101.0,750,12,16.25,15.44,15.74,18.50,,
321,6871,,LEROUX BUTTERSCOTCH SCHNAPPS,25.0,1000,12,6.55,6.22,6.34,7.45,,
321,6872,,LEROUX CINNAMON SCHNAPPS,40.0,1000,12,6.55,6.22,6.34,7.45,,
321,57543,,MAUI BLUE HAWAIIAN SCHNAPPS,30.0,375,24,3.95,3.76,3.83,4.50,,
321,57547,,MAUI BLUE HAWAIIAN SCHNAPPS,30.0,750,12,8.30,7.88,8.03,9.44,,
321,85736,,MAUI BLUE HAWAIIAN SCHNAPPS,30.0,1000,12,10.95,10.41,10.61,12.47,,
321,57557,,MAUI TROPICAL SCHNAPPS,30.0,750,12,8.30,7.88,8.03,9.44,,
321,88870,,MAUI TROPICAL SCHNAPPS,30.0,1000,12,10.95,10.41,10.61,12.47,,
221,98876,,MOHAWK BUTTERSCOTCH SCHNAPPS,30.0,750,12,6.65,6.33,6.45,7.58,,
221,2329,,MOHAWK PEACH SCHNAPPS,48.0,375,24,2.60,2.46,2.51,2.95,,
221,58947,,MOHAWK PEACH SCHNAPPS,48.0,750,12,6.65,6.33,6.45,7.58,,
221,3491,,MOHAWK PEACH SCHNAPPS PL,48.0,1750,6,14.05,13.34,13.60,15.99,,
221,58912,,MOHAWK PPRMNT SCHNAPPS 48,48.0,200,48,1.75,1.66,1.69,1.99,,
221,58917,,MOHAWK PPRMNT SCHNAPPS 48,48.0,750,12,6.65,6.33,6.45,7.58,,
221,58911,,MOHAWK PPRMNT SCHNAPPS 48,48.0,1000,12,6.05,5.74,5.85,6.88,,
221,58918,,MOHAWK PPRMNT SCHNAPPS 48,48.0,1750,6,14.05,13.34,13.60,15.99,,
221,58913,,MOHAWK PPRMNT SCHNAPPS 48 PL,48.0,375,24,2.60,2.46,2.51,2.95,,
221,58937,,MOHAWK PPRMNT SCHNAPPS 48 PL,48.0,750,12,6.65,6.33,6.45,7.58,,
221,71453,,MOHAWK PPRMNT 48/50MLCHRIS BRO,48.0,750,12,6.65,6.33,6.45,7.58,,
221,1999,,MOHAWK PPRMNT SCHNAPPS 60,60.0,1000,12,6.05,5.74,5.85,6.88,,
221,677,,MOHAWK SOUR APPLE SCHNAPPS,30.0,750,12,6.65,6.33,6.45,7.58,,
221,676,,MOHAWK SOUR APPLE SCHNAPPS,30.0,1000,12,7.85,7.45,7.60,8.93,,
221,2332,,MOHAWK SOUR WATERMELON,30.0,375,24,4.10,3.88,3.96,4.66,,
221,93580,,MOTHERS SOUR APPLE SCHNAPPS,30.0,750,12,5.85,5.55,5.66,6.65,,
221,93910,,MOTHERS SOUR STRAWBERRY SCH,30.0,750,12,5.85,5.55,5.66,6.65,,
,,,,,,,,,,,,
,,,,,,,,,,,,
SCHNAPPS (CONTINUED),,,,,,,,,,,,
,,,,,,,,,,,,
321,95566,,MR BOSTON BUTTERSCOTCH SCH,30.0,1000,12,5.05,4.79,4.88,5.74,,
321,7807,,MR BOSTON CINNAMON,30.0,750,12,4.35,4.12,4.20,4.94,NEW,
321,7808,,MR BOSTON CINNAMON,30.0,1000,12,5.05,4.79,4.88,5.74,NEW,
321,7809,,MR BOSTON PEACH SCHNAPPS,30.0,750,12,4.35,4.12,4.20,4.94,NEW,
321,86536,,MR BOSTON PEACH SCHNAPPS,30.0,1000,12,5.05,4.79,4.88,5.74,,
321,7194,,MR BOSTON PEPPERMINT PL,54.0,50,120,0.65,0.63,0.64,0.75,,
321,7195,,MR BOSTON PEPPERMINT PL,54.0,200,48,1.25,1.19,1.21,1.42,,
321,7196,,MR BOSTON PEPPERMINT PL,54.0,375,24,2.55,2.42,2.47,2.90,,
321,7197,,MR BOSTON PEPPERMINT PL,54.0,750,12,4.35,4.12,4.20,4.94,,
321,85410,,MR BOSTON PPRMNT SCHNAPPS,30.0,1000,12,5.05,4.79,4.88,5.74,,
321,7810,,MR BOSTON ROOT BEER,30.0,750,12,4.35,4.12,4.20,4.94,NEW,
